src/CategoricalCrypto/Channel/Category.agda	0	0	1	6	192	
src/CategoricalCrypto/Examples/ChimericLedger.agda	0	0	1	5	188	
src/CategoricalCrypto/Examples/ChimericLedger/POV.agda	0	0	2	6	200	
src/CategoricalCrypto/Examples/ChimericLedger/Pin.agda	0	0	2	7	74	
src/CategoricalCrypto/Iface.agda	0	0	1	1	21	
src/CategoricalCrypto/Machines/Base.agda	0	0	1	10	280	
src/CategoricalCrypto/Machines/Bundle.agda	0	0	1	7	82	
src/CategoricalCrypto/Machines/Category.agda	0	0	1	7	90	
src/CategoricalCrypto/Machines/Core.agda	0	0	1	2	100	
src/CategoricalCrypto/Machines/Frame.agda	0	0	2	5	387	
src/CategoricalCrypto/Machines/G.agda	0	0	4	13	56	
src/CategoricalCrypto/Machines/Iteration.agda	0	0	1	3	111	
src/CategoricalCrypto/Machines/Reassoc.agda	0	0	1	10	92	
src/CategoricalCrypto/Machines/Sim.agda	0	0	1	3	117	
src/CategoricalCrypto/Machines/Tensor.agda	0	0	2	4	171	
src/CategoricalCrypto/Machines/Tensor/Assoc.agda	0	0	3	13	217	
src/CategoricalCrypto/Machines/Tensor/Structural.agda	0	0	1	8	219	
src/CategoricalCrypto/Machines/Trace.agda	0	0	2	4	262	
src/CategoricalCrypto/Machines/Trace/Congruence.agda	0	0	2	4	80	
src/CategoricalCrypto/Machines/Trace/Fubini.agda	0	0	2	8	198	
src/CategoricalCrypto/Machines/Trace/Laws.agda	0	0	2	9	39	
src/CategoricalCrypto/Machines/Trace/Naturality.agda	0	0	1	3	95	
src/CategoricalCrypto/Machines/Trace/Superposing.agda	0	0	1	8	119	
src/CategoricalCrypto/Machines/Trace/Vanishing.agda	0	0	1	8	254	
src/CategoricalCrypto/OracleCall.agda	0	0	1	2	41	
src/CategoricalCrypto/Protocol.agda	0	0	3	5	100	
src/CategoricalCrypto/Protocol/Machine.agda	0	0	10	21	135	
src/CategoricalCrypto/Protocol/Machine/Pin.agda	0	0	2	8	98	
src/CategoricalCrypto/Protocol/Observe.agda	0	0	1	6	115	
src/CategoricalCrypto/Strategy.agda	0	0	1	6	31	
src/CategoricalCrypto/UC.agda	0	0	3	8	31	
src/CategoricalCrypto/UC/Base.agda	0	0	1	5	153	
src/CategoricalCrypto/UC/Bridge.agda	0	0	2	9	87	
src/CategoricalCrypto/UC/Emulation.agda	0	0	1	4	84	
src/CategoricalCrypto/UC/Environment.agda	0	0	1	5	172	
src/CategoricalCrypto/UC/Family.agda	0	0	3	5	201	
src/CategoricalCrypto/UC/Machine.agda	0	0	1	81	219	
src/CategoricalCrypto/UC/Machine/Run.agda	0	0	1	8	154	
src/CategoricalCrypto/UC/QueryBound.agda	0	0	3	81	265	
src/CategoricalCrypto/UC/Seam.agda	0	0	1	9	166	
src/CategoricalCrypto/UC/Seam/Carry.agda	0	0	2	8	79	
src/CategoricalCrypto/UC/Seam/Grounding.agda	0	0	1	9	30	
src/Categories/Category/Cocartesian/Ext.agda	0	0	1	3	68	
src/Categories/Category/Kleisli/Discrete.agda	0	0	1	2	291	
src/Categories/Category/Kleisli/Discrete/Distributive.agda	0	0	2	4	74	
src/Categories/Category/Kleisli/Discrete/Pure.agda	0	0	1	2	78	
src/Categories/Category/Monoidal/Distributive.agda	0	0	1	3	45	
src/Categories/Category/Monoidal/Distributive/Properties.agda	0	0	2	3	62	
src/Categories/Category/Monoidal/Pure.agda	0	0	1	3	45	
src/Categories/FreeMonoidal.agda	0	0	1	5	522	
src/Categories/GConstructionEmbedding.agda	0	0	2	10	153	
src/Categories/GConstructionEmbeddingCoherence.agda	0	0	1	12	173	
src/Categories/Monad/Discrete.agda	0	0	1	2	106	
src/Categories/PermuteCoherence/Unflatten.agda	0	0	1	4	62	
src/ProbabilisticLogic/Distribution/RationalDist/Advantage.agda	0	0	1	5	38	
src/ProbabilisticLogic/Dp.agda	0	0	1	5	451	
src/ProbabilisticLogic/Dp/Advantage.agda	0	0	2	6	107	
src/ProbabilisticLogic/Dp/Coin.agda	0	0	1	6	74	
src/ProbabilisticLogic/Dp/Commutative.agda	0	0	1	4	167	
src/ProbabilisticLogic/Dp/Elgot.agda	0	0	1	5	80	
src/ProbabilisticLogic/Dp/Iter.agda	0	0	1	4	249	
src/ProbabilisticLogic/Dp/Iter/Codiagonal.agda	0	0	2	5	136	
src/ProbabilisticLogic/Dp/Iter/Out.agda	0	0	1	4	170	
src/ProbabilisticLogic/Dp/Iter/Transfer.agda	0	0	1	5	133	
src/ProbabilisticLogic/Prelude.agda	0	0	2	5	30	
DONE
